Flight No.,Launch site,Payload,Payload mass,Orbit,Customer,Launch outcome,Version Booster,Booster landing,Date,Time
25,"<td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">Cape Canaveral</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">LC-40</a>
</td>","<td><a href=""/wiki/SpaceX_CRS-9"" title=""SpaceX CRS-9"">SpaceX CRS-9</a><sup class=""reference"" id=""cite_ref-sxManifest20130731_75-10""><a href=""#cite_note-sxManifest20130731-75"">[68]</a></sup><sup class=""reference"" id=""cite_ref-spn-20160224_148-0""><a href=""#cite_note-spn-20160224-148"">[141]</a></sup><br/>(Dragon C111.1)
</td>","2,257 kg","<td><a class=""mw-redirect"" href=""/wiki/Low_Earth_Orbit"" title=""Low Earth Orbit"">LEO</a> (<a class=""mw-redirect"" href=""/wiki/ISS"" title=""ISS"">ISS</a>)
</td>","<td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a href=""/wiki/Commercial_Resupply_Services"" title=""Commercial Resupply Services"">CRS</a>)
</td>","Success
",F9 FT,Success,27 May 2016,21:39
26,"<td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">Cape Canaveral</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">LC-40</a>
</td>","<td><a href=""/wiki/JCSAT-16"" title=""JCSAT-16"">JCSAT-16</a>
</td>","4,600 kg","<td><a href=""/wiki/Geostationary_transfer_orbit"" title=""Geostationary transfer orbit"">GTO</a>
</td>","<td><a class=""mw-redirect"" href=""/wiki/SKY_Perfect_JSAT_Group"" title=""SKY Perfect JSAT Group"">SKY Perfect JSAT Group</a>
</td>","Success
",F9 FT,Success,15 June 2016,14:29
27,"<td><a class=""mw-redirect"" href=""/wiki/Vandenberg_Air_Force_Base"" title=""Vandenberg Air Force Base"">VAFB</a>,<br/><a href=""/wiki/Vandenberg_Space_Launch_Complex_4"" title=""Vandenberg Space Launch Complex 4"">SLC-4E</a>
</td>","<td><a class=""mw-redirect"" href=""/wiki/Iridium_NEXT"" title=""Iridium NEXT"">Iridium NEXT</a>-1<br/>(10 satellites)<sup class=""reference"" id=""cite_ref-sdc20100616_160-0""><a href=""#cite_note-sdc20100616-160"">[152]</a></sup><sup class=""reference"" id=""cite_ref-161""><a href=""#cite_note-161"">[153]</a></sup>
</td>","9,600 kg","<td><a href=""/wiki/Polar_orbit"" title=""Polar orbit"">Polar</a> <a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/Iridium_Communications"" title=""Iridium Communications"">Iridium Communications</a>
</td>","Success
",F9 FT,Success,18 July 2016,04:45
28,"<td><a href=""/wiki/Kennedy_Space_Center"" title=""Kennedy Space Center"">KSC</a>,<br/><a href=""/wiki/Kennedy_Space_Center_Launch_Complex_39A"" title=""Kennedy Space Center Launch Complex 39A"">LC-39A</a>
</td>","<td><a href=""/wiki/SpaceX_CRS-10"" title=""SpaceX CRS-10"">SpaceX CRS-10</a><sup class=""reference"" id=""cite_ref-spn-20160224_148-1""><a href=""#cite_note-spn-20160224-148"">[141]</a></sup><br/>(Dragon C112.1)
</td>","2,490 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a> (<a class=""mw-redirect"" href=""/wiki/ISS"" title=""ISS"">ISS</a>)
</td>","<td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a href=""/wiki/Commercial_Resupply_Services"" title=""Commercial Resupply Services"">CRS</a>)
</td>","Success
",F9 FT,No attempt,14 August 2016,05:26
29,"<td><a href=""/wiki/Kennedy_Space_Center"" title=""Kennedy Space Center"">KSC</a>,<br/><a href=""/wiki/Kennedy_Space_Center_Launch_Complex_39A"" title=""Kennedy Space Center Launch Complex 39A"">LC-39A</a>
</td>","<td><a class=""mw-redirect"" href=""/wiki/EchoStar_23"" title=""EchoStar 23"">EchoStar 23</a>
</td>","5,600 kg","<td><a href=""/wiki/Geostationary_transfer_orbit"" title=""Geostationary transfer orbit"">GTO</a>
</td>","<td><a href=""/wiki/EchoStar"" title=""EchoStar"">EchoStar</a>
</td>","Success
",F9 FT,Success,14 January 2017,17:54
30,"<td><a href=""/wiki/Kennedy_Space_Center"" title=""Kennedy Space Center"">KSC</a>,<br/><a href=""/wiki/Kennedy_Space_Center_Launch_Complex_39A"" title=""Kennedy Space Center Launch Complex 39A"">LC-39A</a>
</td>","<td><a href=""/wiki/SES-10"" title=""SES-10"">SES-10</a><sup class=""reference"" id=""cite_ref-spacenews20140410_116-1""><a href=""#cite_note-spacenews20140410-116"">[109]</a></sup><sup class=""reference"" id=""cite_ref-ses-date-sfn_176-0""><a href=""#cite_note-ses-date-sfn-176"">[168]</a></sup>
</td>","5,300 kg","<td><a href=""/wiki/Geostationary_transfer_orbit"" title=""Geostationary transfer orbit"">GTO</a>
</td>","<td><a href=""/wiki/SES_S.A."" title=""SES S.A."">SES</a>
</td>",Success,F9 FT,Success,19 February 2017,14:39
31,"<td><a href=""/wiki/Kennedy_Space_Center"" title=""Kennedy Space Center"">KSC</a>,<br/><a href=""/wiki/Kennedy_Space_Center_Launch_Complex_39A"" title=""Kennedy Space Center Launch Complex 39A"">LC-39A</a>
</td>","<td><a href=""/wiki/List_of_NRO_launches"" title=""List of NRO launches"">NROL-76</a><sup class=""reference"" id=""cite_ref-nrol-76_182-0""><a href=""#cite_note-nrol-76-182"">[174]</a></sup>
</td>",C,"<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a><sup class=""reference"" id=""cite_ref-183""><a href=""#cite_note-183"">[175]</a></sup>
</td>","<td><a href=""/wiki/National_Reconnaissance_Office"" title=""National Reconnaissance Office"">NRO</a>
</td>","Success
",F9 FT,No attempt,16 March 2017,06:00
32,"<td><a href=""/wiki/Kennedy_Space_Center"" title=""Kennedy Space Center"">KSC</a>,<br/><a href=""/wiki/Kennedy_Space_Center_Launch_Complex_39A"" title=""Kennedy Space Center Launch Complex 39A"">LC-39A</a>
</td>","<td><a href=""/wiki/Inmarsat"" title=""Inmarsat"">Inmarsat-5 F4</a><sup class=""reference"" id=""cite_ref-spacenews20140702_188-0""><a href=""#cite_note-spacenews20140702-188"">[180]</a></sup>
</td>","6,070 kg","<td><a href=""/wiki/Geostationary_transfer_orbit"" title=""Geostationary transfer orbit"">GTO</a>
</td>","<td><a href=""/wiki/Inmarsat"" title=""Inmarsat"">Inmarsat</a>
</td>","Success
",F9 FT♺,Success,30 March 2017,22:27
33,"<td><a href=""/wiki/Kennedy_Space_Center"" title=""Kennedy Space Center"">KSC</a>,<br/><a href=""/wiki/Kennedy_Space_Center_Launch_Complex_39A"" title=""Kennedy Space Center Launch Complex 39A"">LC-39A</a>
</td>","<td><a href=""/wiki/SpaceX_CRS-11"" title=""SpaceX CRS-11"">SpaceX CRS-11</a><sup class=""reference"" id=""cite_ref-spn-20160224_148-2""><a href=""#cite_note-spn-20160224-148"">[141]</a></sup><br/>(Dragon C106.2 ♺)
</td>","2,708 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a> (<a class=""mw-redirect"" href=""/wiki/ISS"" title=""ISS"">ISS</a>)
</td>","<td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a href=""/wiki/Commercial_Resupply_Services"" title=""Commercial Resupply Services"">CRS</a>)
</td>","Success
",F9 FT,Success,1 May 2017,11:15
34,"<td><a href=""/wiki/Kennedy_Space_Center"" title=""Kennedy Space Center"">KSC</a>,<br/><a href=""/wiki/Kennedy_Space_Center_Launch_Complex_39A"" title=""Kennedy Space Center Launch Complex 39A"">LC-39A</a>
</td>","<td><a href=""/wiki/BulgariaSat-1"" title=""BulgariaSat-1"">BulgariaSat-1</a><sup class=""reference"" id=""cite_ref-ssloral20140908_204-0""><a href=""#cite_note-ssloral20140908-204"">[196]</a></sup>
</td>","3,669 kg","<td><a href=""/wiki/Geostationary_transfer_orbit"" title=""Geostationary transfer orbit"">GTO</a>
</td>","<td><a href=""/wiki/Bulsatcom"" title=""Bulsatcom"">Bulsatcom</a>
</td>","Success
",F9 FT,Success,15 May 2017,23:21
35,"<td><a class=""mw-redirect"" href=""/wiki/Vandenberg_Air_Force_Base"" title=""Vandenberg Air Force Base"">VAFB</a>,<br/><a href=""/wiki/Vandenberg_Space_Launch_Complex_4"" title=""Vandenberg Space Launch Complex 4"">SLC-4E</a>
</td>","<td><a class=""mw-redirect"" href=""/wiki/Iridium_NEXT"" title=""Iridium NEXT"">Iridium NEXT</a>-2<br/>(10 satellites)
</td>","9,600 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/Iridium_Communications"" title=""Iridium Communications"">Iridium Communications</a>
</td>","Success
",F9 FT,No attempt,3 June 2017,21:07
36,"<td><a href=""/wiki/Kennedy_Space_Center"" title=""Kennedy Space Center"">KSC</a>,<br/><a href=""/wiki/Kennedy_Space_Center_Launch_Complex_39A"" title=""Kennedy Space Center Launch Complex 39A"">LC-39A</a>
</td>","<td><a href=""/wiki/Intelsat_35e"" title=""Intelsat 35e"">Intelsat 35e</a><sup class=""reference"" id=""cite_ref-sfn-20160830_209-0""><a href=""#cite_note-sfn-20160830-209"">[201]</a></sup>
</td>","6,761 kg","<td><a href=""/wiki/Geostationary_transfer_orbit"" title=""Geostationary transfer orbit"">GTO</a>
</td>","<td><a href=""/wiki/Intelsat"" title=""Intelsat"">Intelsat</a>
</td>","Success
",F9 FTB1029.2,Success,23 June 2017,19:10
37,"<td><a href=""/wiki/Kennedy_Space_Center"" title=""Kennedy Space Center"">KSC</a>,<br/><a href=""/wiki/Kennedy_Space_Center_Launch_Complex_39A"" title=""Kennedy Space Center Launch Complex 39A"">LC-39A</a>
</td>","<td><a href=""/wiki/SpaceX_CRS-12"" title=""SpaceX CRS-12"">SpaceX CRS-12</a><sup class=""reference"" id=""cite_ref-spn-20160224_148-3""><a href=""#cite_note-spn-20160224-148"">[141]</a></sup><br/>(Dragon C113.1)
</td>","3,310 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a> (<a class=""mw-redirect"" href=""/wiki/ISS"" title=""ISS"">ISS</a>)
</td>","<td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a href=""/wiki/Commercial_Resupply_Services"" title=""Commercial Resupply Services"">CRS</a>)
</td>","Success
",F9 FT,Success,25 June 2017,20:25
38,"<td><a class=""mw-redirect"" href=""/wiki/Vandenberg_Air_Force_Base"" title=""Vandenberg Air Force Base"">VAFB</a>,<br/><a href=""/wiki/Vandenberg_Space_Launch_Complex_4"" title=""Vandenberg Space Launch Complex 4"">SLC-4E</a>
</td>","<td><a href=""/wiki/Formosat-5"" title=""Formosat-5"">Formosat-5</a><sup class=""reference"" id=""cite_ref-eoportal-formosat5_218-0""><a href=""#cite_note-eoportal-formosat5-218"">[210]</a></sup><sup class=""reference"" id=""cite_ref-Formosat5_homepage_219-0""><a href=""#cite_note-Formosat5_homepage-219"">[211]</a></sup>
</td>",475 kg,"<td><a href=""/wiki/Sun-synchronous_orbit"" title=""Sun-synchronous orbit"">SSO</a>
</td>","<td><a href=""/wiki/National_Space_Organization"" title=""National Space Organization"">NSPO</a>
</td>","Success
",F9 FT,Success,5 July 2017,23:38
39,"<td><a href=""/wiki/Kennedy_Space_Center"" title=""Kennedy Space Center"">KSC</a>,<br/><a href=""/wiki/Kennedy_Space_Center_Launch_Complex_39A"" title=""Kennedy Space Center Launch Complex 39A"">LC-39A</a>
</td>","<td><a href=""/wiki/Boeing_X-37"" title=""Boeing X-37"">Boeing X-37B</a> <a href=""/wiki/USA-277"" title=""USA-277"">OTV-5</a>
</td>","4,990 kg","<td><a class=""mw-redirect"" href=""/wiki/Low_Earth_Orbit"" title=""Low Earth Orbit"">LEO</a>
</td>","<td><a href=""/wiki/United_States_Air_Force"" title=""United States Air Force"">USAF</a>
</td>","Success
",F9 B4,Success,14 August 2017,16:31
40,"<td><a class=""mw-redirect"" href=""/wiki/Vandenberg_Air_Force_Base"" title=""Vandenberg Air Force Base"">VAFB</a>,<br/><a href=""/wiki/Vandenberg_Space_Launch_Complex_4"" title=""Vandenberg Space Launch Complex 4"">SLC-4E</a>
</td>","<td><a class=""mw-redirect"" href=""/wiki/Iridium_NEXT"" title=""Iridium NEXT"">Iridium NEXT</a>-3<br/>(10 satellites)<sup class=""reference"" id=""cite_ref-sdc20100616_160-1""><a href=""#cite_note-sdc20100616-160"">[152]</a></sup>
</td>","9,600 kg","<td><a href=""/wiki/Polar_orbit"" title=""Polar orbit"">Polar</a> <a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/Iridium_Communications"" title=""Iridium Communications"">Iridium Communications</a>
</td>","Success
",F9 FT,Success,24 August 2017,18:51
41,"<td><a href=""/wiki/Kennedy_Space_Center"" title=""Kennedy Space Center"">KSC</a>,<br/><a href=""/wiki/Kennedy_Space_Center_Launch_Complex_39A"" title=""Kennedy Space Center Launch Complex 39A"">LC-39A</a>
</td>","<td><a href=""/wiki/List_of_SES_satellites"" title=""List of SES satellites"">SES-11</a> / <a href=""/wiki/EchoStar"" title=""EchoStar"">EchoStar 105</a>
</td>","5,200 kg","<td><a href=""/wiki/Geostationary_transfer_orbit"" title=""Geostationary transfer orbit"">GTO</a>
</td>","<td><div class=""plainlist"">
<ul><li><a href=""/wiki/SES_S.A."" title=""SES S.A."">SES S.A.</a></li>
<li><a href=""/wiki/EchoStar"" title=""EchoStar"">EchoStar</a></li></ul>
</div>
</td>","Success
",F9 B4,Success,7 September 2017,14:00
42,"<td><a href=""/wiki/Kennedy_Space_Center"" title=""Kennedy Space Center"">KSC</a>,<br/><a href=""/wiki/Kennedy_Space_Center_Launch_Complex_39A"" title=""Kennedy Space Center Launch Complex 39A"">LC-39A</a>
</td>","<td><a href=""/wiki/Koreasat_5A"" title=""Koreasat 5A"">Koreasat 5A</a><sup class=""reference"" id=""cite_ref-spacenews20140512_230-0""><a href=""#cite_note-spacenews20140512-230"">[222]</a></sup>
</td>","3,500 kg","<td><a href=""/wiki/Geostationary_transfer_orbit"" title=""Geostationary transfer orbit"">GTO</a>
</td>","<td><a href=""/wiki/KT_Corporation"" title=""KT Corporation"">KT Corporation</a>
</td>","Success
",F9 B4,Success,9 October 2017,12:37
43,"<td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">Cape Canaveral</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>","<td><a href=""/wiki/SpaceX_CRS-13"" title=""SpaceX CRS-13"">SpaceX CRS-13</a><sup class=""reference"" id=""cite_ref-spn-20160224_148-4""><a href=""#cite_note-spn-20160224-148"">[141]</a></sup><br/>(Dragon C108.2 ♺)
</td>","2,205 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a> (<a class=""mw-redirect"" href=""/wiki/ISS"" title=""ISS"">ISS</a>)
</td>","<td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a href=""/wiki/Commercial_Resupply_Services"" title=""Commercial Resupply Services"">CRS</a>)
</td>","Success
",F9 FTB1031.2,Controlled,11 October 2017,22:53:00
44,"<td><a class=""mw-redirect"" href=""/wiki/Vandenberg_Air_Force_Base"" title=""Vandenberg Air Force Base"">VAFB</a>,<br/><a href=""/wiki/Vandenberg_Space_Launch_Complex_4"" title=""Vandenberg Space Launch Complex 4"">SLC-4E</a>
</td>","<td><a class=""mw-redirect"" href=""/wiki/Iridium_NEXT"" title=""Iridium NEXT"">Iridium NEXT</a>-4<br/>(10 satellites)<sup class=""reference"" id=""cite_ref-sdc20100616_160-2""><a href=""#cite_note-sdc20100616-160"">[152]</a></sup>
</td>","9,600 kg","<td><a href=""/wiki/Polar_orbit"" title=""Polar orbit"">Polar</a> <a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/Iridium_Communications"" title=""Iridium Communications"">Iridium Communications</a>
</td>",Success,F9 B4,Success,30 October 2017,19:34
45,"<td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a><br/>
</td>","<td><a href=""/wiki/Zuma_(satellite)"" title=""Zuma (satellite)"">Zuma</a><sup class=""reference"" id=""cite_ref-zuma_246-1""><a href=""#cite_note-zuma-246"">[238]</a></sup><sup class=""reference"" id=""cite_ref-247""><a href=""#cite_note-247"">[239]</a></sup><sup class=""reference"" id=""cite_ref-248""><a href=""#cite_note-248"">[240]</a></sup>
</td>",C,"<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/Northrop_Grumman"" title=""Northrop Grumman"">Northrop Grumman</a> <sup class=""reference"" id=""cite_ref-249""><a href=""#cite_note-249"">[f]</a></sup><sup class=""reference"" id=""cite_ref-zuma_246-2""><a href=""#cite_note-zuma-246"">[238]</a></sup>
</td>",Success,F9 FTB1035.2,Controlled,15 December 2017,15:36
46,"<td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>","<td><a href=""/wiki/SES-16"" title=""SES-16"">GovSat-1</a> (SES-16)<sup class=""reference"" id=""cite_ref-ses20150225_255-0""><a href=""#cite_note-ses20150225-255"">[246]</a></sup>
</td>","4,230 kg","<td><a href=""/wiki/Geostationary_transfer_orbit"" title=""Geostationary transfer orbit"">GTO</a>
</td>","<td><a href=""/wiki/SES_S.A."" title=""SES S.A."">SES</a>
</td>",Success,F9 FTB1036.2,No attempt,23 December 2017,01:27
47,"<td><a class=""mw-redirect"" href=""/wiki/Vandenberg_Air_Force_Base"" title=""Vandenberg Air Force Base"">VAFB</a>,<br/><a href=""/wiki/Vandenberg_Space_Launch_Complex_4"" title=""Vandenberg Space Launch Complex 4"">SLC-4E</a>
</td>","<td><div class=""plainlist"">
<ul><li><a href=""/wiki/Paz_(satellite)"" title=""Paz (satellite)"">Paz</a><sup class=""reference"" id=""cite_ref-paz_278-0""><a href=""#cite_note-paz-278"">[269]</a></sup></li>
<li><a href=""/wiki/Starlink"" title=""Starlink"">Tintin A and Tintin B</a><sup class=""reference"" id=""cite_ref-gunter-microsat2_279-0""><a href=""#cite_note-gunter-microsat2-279"">[270]</a></sup></li></ul>
</div>
</td>","2,150 kg","<td><a href=""/wiki/Sun-synchronous_orbit"" title=""Sun-synchronous orbit"">SSO</a>
</td>","<td><div class=""plainlist"">
<ul><li><a href=""/wiki/Hisdesat"" title=""Hisdesat"">Hisdesat</a></li>
<li><a href=""/wiki/ExactEarth"" title=""ExactEarth"">exactEarth</a></li>
<li><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a></li></ul>
</div>
</td>",Success,F9 B4,No attempt,8 January 2018,01:00
48,"<td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>","<td><div class=""plainlist"">
<ul><li><a href=""/wiki/Hispasat_30W-6"" title=""Hispasat 30W-6"">Hispasat 30W-6</a><sup class=""reference"" id=""cite_ref-spx20150914_286-0""><a href=""#cite_note-spx20150914-286"">[277]</a></sup></li>
<li>PODSat<sup class=""reference"" id=""cite_ref-287""><a href=""#cite_note-287"">[278]</a></sup></li></ul>
</div>
</td>","6,092 kg","<td><a href=""/wiki/Geostationary_transfer_orbit"" title=""Geostationary transfer orbit"">GTO</a>
</td>","<td><div class=""plainlist"">
<ul><li><a href=""/wiki/Hispasat"" title=""Hispasat"">Hispasat</a><sup class=""reference"" id=""cite_ref-spx20150914_286-1""><a href=""#cite_note-spx20150914-286"">[277]</a></sup></li>
<li><a href=""/wiki/NovaWurks"" title=""NovaWurks"">NovaWurks</a></li></ul>
</div>
</td>",Success,F9 FTB1032.2,No attempt,31 January 2018,21:25
49,"<td><a class=""mw-redirect"" href=""/wiki/Vandenberg_Air_Force_Base"" title=""Vandenberg Air Force Base"">VAFB</a>,<br/><a href=""/wiki/Vandenberg_Space_Launch_Complex_4"" title=""Vandenberg Space Launch Complex 4"">SLC-4E</a>
</td>","<td><a class=""mw-redirect"" href=""/wiki/Iridium_NEXT"" title=""Iridium NEXT"">Iridium NEXT</a>-5<br/>(10 satellites)<sup class=""reference"" id=""cite_ref-sdc20100616_160-3""><a href=""#cite_note-sdc20100616-160"">[152]</a></sup>
</td>","9,600 kg","<td><a href=""/wiki/Polar_orbit"" title=""Polar orbit"">Polar</a> <a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>","<td><a href=""/wiki/Iridium_Communications"" title=""Iridium Communications"">Iridium Communications</a>
</td>",Success,F9 FTB1038.2,No attempt,22 February 2018,14:17
50,"<td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>","<td><a href=""/wiki/SpaceX_CRS-14"" title=""SpaceX CRS-14"">SpaceX CRS-14</a><sup class=""reference"" id=""cite_ref-spn-20160224_148-5""><a href=""#cite_note-spn-20160224-148"">[141]</a></sup><br/>(Dragon C110.2 ♺)
</td>","2,647 kg","<td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a> (<a class=""mw-redirect"" href=""/wiki/ISS"" title=""ISS"">ISS</a>)
</td>","<td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a href=""/wiki/Commercial_Resupply_Services"" title=""Commercial Resupply Services"">CRS</a>)
</td>",Success,F9 B4,Success,6 March 2018,05:33
51,"<td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>","<td><a href=""/wiki/Transiting_Exoplanet_Survey_Satellite"" title=""Transiting Exoplanet Survey Satellite"">Transiting Exoplanet Survey Satellite</a> (TESS)<sup class=""reference"" id=""cite_ref-NASA_C14_313-0""><a href=""#cite_note-NASA_C14-313"">[304]</a></sup>
</td>",362 kg,"<td><a href=""/wiki/High_Earth_orbit"" title=""High Earth orbit"">HEO</a> for <a class=""mw-redirect"" href=""/wiki/P/2_orbit"" title=""P/2 orbit"">P/2 orbit</a>
</td>","<td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a href=""/wiki/Launch_Services_Program"" title=""Launch Services Program"">LSP</a>)
</td>",Success,F9 B4B1041.2,Success,30 March 2018,14:14
